amfi_code,CAGR_3Y,sharpe_ratio,alpha,max_drawdown,expense_ratio_pct,return_rank,sharpe_rank,alpha_rank,expense_rank,drawdown_rank,fund_score
149324,27.000426614519245,0.9497958246616028,0.3005787817097677,-0.31171900300634214,1.52,76.92307692307693,69.23076923076923,97.43589743589743,34.61538461538461,7.6923076923076925,65.83333333333334
118632,22.652359830098632,1.0816591793457038,0.21829397904608644,-0.17414075086657232,1.51,66.66666666666666,82.05128205128204,74.35897435897436,39.743589743589745,43.58974358974359,65.7051282051282
119552,16.267372294624916,0.9532794968660094,0.1986859936686296,-0.11803493502764295,0.66,43.58974358974359,71.7948717948718,64.1025641025641,92.3076923076923,74.35897435897436,65.12820512820512
125497,18.434488610520173,0.7757902498211211,0.17729754927531766,-0.15200013055606398,0.92,53.84615384615385,56.41025641025641,61.53846153846154,66.66666666666666,56.41025641025641,58.205128205128204
118635,20.00820838047148,0.6648569985490614,0.1513635464823924,-0.1165062450540909,0.89,58.97435897435898,53.84615384615385,43.58974358974359,69.23076923076923,76.92307692307693,57.948717948717956
118633,21.08997654925684,0.6452074382933211,0.15643835948169668,-0.18629743138595511,0.72,64.1025641025641,48.717948717948715,46.15384615384615,88.46153846153845,35.8974358974359,57.5
102885,19.66726206830185,0.8170993373494366,0.17048756803412696,-0.1085986215250232,1.57,56.41025641025641,61.53846153846154,53.84615384615385,15.384615384615385,84.61538461538461,53.84615384615385
120503,13.978381933703044,0.7979728586052853,0.17703302365844073,-0.13897862823061635,1.42,38.46153846153847,58.97435897435898,58.97435897435898,51.28205128205128,66.66666666666666,52.43589743589744
148568,14.748035533586012,0.9262873467360146,0.20873010086942337,-0.1527259422823477,1.52,41.02564102564102,64.1025641025641,66.66666666666666,34.61538461538461,53.84615384615385,52.243589743589745
120506,18.421996537444542,0.6488787755249535,0.1625385327998104,-0.1982565826298267,1.41,51.28205128205128,51.28205128205128,51.28205128205128,53.84615384615385,33.33333333333333,49.87179487179487
120507,7.394286300360076,0.4957233929533125,0.06746210411099539,-0.0009773140045925555,0.74,28.205128205128204,43.58974358974359,23.076923076923077,84.61538461538461,100.0,46.666666666666664
119093,20.816771175535862,0.12961449795669316,0.08232801295222093,-0.21751396370148224,0.75,61.53846153846154,28.205128205128204,30.76923076923077,82.05128205128204,23.076923076923077,46.28205128205128
102887,25.556187904126524,0.6195175900829826,0.16211256794033255,-0.21539827112383225,1.64,69.23076923076923,46.15384615384615,48.717948717948715,1.282051282051282,25.64102564102564,44.80769230769231
149322,18.04420648663614,0.46403744922047724,0.13173190226099432,-0.14844576917771746,1.54,48.717948717948715,38.46153846153847,41.02564102564102,24.358974358974358,61.53846153846154,42.24358974358974
125498,11.245222866621418,0.3006119210425476,0.11989100971217971,-0.21117279560132118,0.78,35.8974358974359,33.33333333333333,35.8974358974359,76.92307692307693,28.205128205128204,40.641025641025635
120844,6.695971624586994,-0.08874729621557328,0.06455677495375998,-0.0011629327956168556,0.6,25.64102564102564,15.384615384615385,20.51282051282051,94.87179487179486,97.43589743589743,39.61538461538461
120841,17.26727508371786,0.4942725378672354,0.13042924450705445,-0.1757361416468729,1.59,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,37.82051282051282
118634,8.007927728656083,0.44843400890899143,0.1750072167561127,-0.2334488614483311,1.53,33.33333333333333,35.8974358974359,56.41025641025641,29.48717948717949,20.51282051282051,36.73076923076923
118636,4.062205023777143,-0.3566295075143681,0.05074772999976104,-0.08316361763638702,0.55,17.94871794871795,5.128205128205128,12.82051282051282,100.0,87.17948717948718,32.94871794871795
119120,5.840358798463097,-0.22657538662791604,0.05620895216638369,-0.04328728923970093,0.77,20.51282051282051,7.6923076923076925,15.384615384615385,79.48717948717949,89.74358974358975,32.05128205128205
101208,6.315784491375509,-0.8155673679088274,0.060861457957871144,-0.0016224980244717857,0.79,23.076923076923077,0.0,17.94871794871795,74.35897435897436,94.87179487179486,31.153846153846153
100025,3.9163899571040384,-0.5670947928476846,0.042817920315060876,-0.04308263824636349,0.56,15.384615384615385,2.564102564102564,5.128205128205128,97.43589743589743,92.3076923076923,30.128205128205124
120842,7.756003551327284,0.07599984804658917,0.0780443887615508,-0.24003511326274884,1.56,30.76923076923077,25.64102564102564,28.205128205128204,17.94871794871795,17.94871794871795,25.76923076923077
119599,-1.337386614488112,-0.05718662582817994,0.048824215945539845,-0.5257422117012851,0.72,5.128205128205128,20.51282051282051,10.256410256410255,88.46153846153845,0.0,21.987179487179485
119092,0.5258871209757432,0.030784850954585892,0.0689952982167755,-0.1440161790933726,1.64,10.256410256410255,23.076923076923077,25.64102564102564,1.282051282051282,64.1025641025641,20.576923076923077
101207,-4.152381044854481,0.16266076928646767,0.10897091901704538,-0.3544691649336603,1.53,2.564102564102564,30.76923076923077,33.33333333333333,29.48717948717949,5.128205128205128,20.064102564102562
119095,-11.705806723995272,-0.07597357117478919,0.048015953637759554,-0.5167775370852656,1.38,0.0,17.94871794871795,7.6923076923076925,58.97435897435898,2.564102564102564,15.128205128205128
100016,1.292649342495622,-0.20151706755966947,0.03747580763443281,-0.24734440880673303,1.55,12.82051282051282,12.82051282051282,2.564102564102564,20.51282051282051,15.384615384615385,12.179487179487179
102886,-0.7674063178547241,-0.20583160785470325,0.028969397866379445,-0.2800112356639287,1.51,7.6923076923076925,10.256410256410255,0.0,39.743589743589745,12.82051282051282,12.115384615384613
